arxiv_id	title	summary	is_cond_mat	num_refs	num_refs_same_category
astro-ph/9408103	Cosmic Microwave Anisotropies from Topological Defects in an Open Universe	We present a general formalism for computing Cosmic Background Radiation (CBR) and density fluctuations in open models with stiff sources. We find analytic Green's functions for the linearized Einstein equations in the presence of stiff sources and use this formalism to estimate the amplitude and harmonic spectrum of microwave background fluctuations produced by topological defects in an open universe. Unlike inflationary models that predict a flat universe and a spectrum of CBR fluctuations that is enhanced at large angular scales, defect models predict that CBR fluctuations are suppressed on angular scales larger than that subtended by the curvature scale. In an $\Omega = 0.2 - 0.4$ universe, these models, when normalized to the amplitude of CBR fluctuations observed by COBE, require a moderate bias factor, $2-3$, to be compatible with the observed fluctuations in galaxy counts. In these models, accurate predictions can be made which are testable through CBR experiments in the near future. A CBR measurement of $\Omega$ would then be possible, up to the limit imposed by cosmic variance. We discuss some of the philosophical implications of an open model and propose a solution to the flatness problem.	0	11	9
math/9409201	OTTER Experiments in a System of Combinatory Logic	This paper describes some experiments involving the automated theorem-proving program OTTER in the system TRC of illative combinatory logic. We show how OTTER can be steered to find a contradiction in an inconsistent variant of TRC, and present some experimentally discovered identities in TRC.	0	0	0
hep-th/9409012	Introduction to Quantum Algebras	The concept of a quantum algebra is made easy through the investigation of the prototype algebras $u_{qp}(2)$, $su_q(2)$ and $u_{qp}(1,1)$. The latter quantum algebras are introduced as deformations of the corresponding Lie algebras~; this is achieved in a simple way by means of $qp$-bosons. The Hopf algebraic structure of $u_{qp}(2)$ is also discussed. The basic ingredients for the representation theory of $u_{qp}(2)$ are given. Finally, in connection with the quantum algebra $u_{qp}(2)$, we discuss the $qp$-analogues of the harmonic oscillator and of the (spherical and hyperbolical) angular momenta.	0	4	0
hep-ph/9409240	$b \to s(d) γ$ with a Vector-like Quark as Fourth-generation	We study the implications of a vector-like quark, especially a down-type vector-like quark in $b \rightarrow s(d) \gamma$ including the neutral Higgs in the calculation. After analyzing some possible constraints for the mixing, the contribution may be significant for the $b \rightarrow d \gamma$, but not for the $b \rightarrow s \gamma$. We also find that the FCNC among ordinary quarks vanishes for a special form of down-type quark mass matrix.	0	21	20
hep-ph/9409258	Comments on QCD Corrections to $b \to s γ$ Decay	We find some errors in previous calculation of leading log QCD corrections to $b \to s\gamma $ decay, which include corrections from $m_{top}$ to $M_W$ in addition to corrections from $M_{W}$ to $m_b$. The inclusive decay rate is found to be enhanced more than previous calculations. At $m_t=170$GeV, the running from $m_{top}$ to $M_W$ results in 13\% enhancement, and for $m_t=250$GeV, 16\% is found.	0	1	1
gr-qc/9409028	On maximum number of decoherent histories	It is shown that $N^2$ is the upper limit for the number of histories in a decohering family of $N$-state quantum system. Simple criterion is found for a family of $N^2$ fine grained decohering histories of Gell-Mann and Hartle to be identical with a family of Griffiths' consistent quantum trajectories.	0	5	1
hep-th/9409079	Representations at a Root of Unity of q-Oscillators and Quantum Kac-Moody algebras	Here is a list of chapters: 1 Introduction 2 Notation and preliminaries Part I: Finite quantum groups 3 2x2 Matrix quantum groups and the quantum plane 4 Quantum enveloping algebras at a root of unity Part II: q-Oscillators 5 Representations of q-oscillators at a root of unity 6 qr-Oscillator at a root of unity Part III: Infinite quantum groups 7 Quantum affine algebras 8 Quantum affine algebras at a root of unity	0	4	1
hep-ph/9409402	General Effective Actions	We investigate the structure of the most general actions with symmetry group $G$, spontaneously broken down to a subgroup $H$. We show that the only possible terms in the Lagrangian density that, although not $G$-invariant, yield $G$-invariant terms in the action, are in one to one correspondence with the generators of the fifth cohomology classes. For the special case of $G=SU(N)_L \times SU(N)_R$ broken down to the diagonal subgroup $H=SU(N)_V$, there is just one such term for $N\geq 3$, which for $N=3$ is the original Wess-Zumino-Witten term.	0	32	10
hep-lat/9409020	Screening of the topological charge in a correlated instanton vacuum	Screening of the topological charge due to he fermion-induced interactions is an important phenomenon, closely related with the resolution of the strong CP and U(1) problems. We study the mechanism of such screening in a 'correlated instanton vacuum', as opposed to the 'random' one. Both scalar and pseudoscalar gluonic correlators are analyzed by means of an observable that minimizes finite size effects. Screening of the topological charge is established. This allows us to calculate the $\eta'$ mass without having to invert the Dirac operator. We suggest that this method might be used in lattice QCD calculations as well. Our results for the screening of the topological charge are in agreement with the chiral Ward identities, and the scalar gluonic correlator satisfies a low energy theorem first derived by Novikov et al. \cite{Novikov-etal}. We also propose to evaluate the topological susceptibility in the Witten-Veneziano formula not in an infinite box in an world $without$ fermions but in an infinitesimal box in a world $with$ fermions.	0	41	13
hep-th/9409170	Excitation Spectrum and Correlation Functions of the Z_3-Chiral Potts Quantum Spin Chain	We study the excitation spectrum and the correlation functions of the Z_3- chiral Potts model in the massive high-temperature phase using perturbation expansions and numerical diagonalization. We are mainly interested in results for general chiral angles but we consider also the superintegrable case. For the parameter values considered, we find that the band structure of the low- lying part of the excitation spectrum has the form expected from a quasiparticle picture with two fundamental particles. Studying the N-dependence of the spectrum, we confirm the stability of the second fundamental particle in a limited range of the momentum, even when its energy becomes so high that it lies very high up among the multiparticle scattering states. This is not a phenomenon restricted to the superintegrable line. Calculating a non-translationally invariant correlation function, we give evidence that it is oscillating. Within our numerical accuracy we find a relation between the oscillation length and the dip position of the momentum dispersion of the lightest particle which seems to be quite independent of the chiral angles.	0	2	1
